,AREA,INT_SQFT,N_BEDROOM,N_BATHROOM,SALES_PRICE
5622,Velachery,1961.0,3.0,2.0,159.32
5623,Adyar,766.0,1.0,1.0,106.06
5624,Adyar,1169.0,1.0,1.0,150.9
5625,Karapakkam,1401.0,2.0,2.0,88.02
5626,Chrompet,946.0,1.0,1.0,116.6
5627,Adyar,829.0,1.0,1.0,87.13
5628,KK Nagar,2276.0,4.0,2.0,174.27
5629,T Nagar,1861.0,2.0,1.0,144.8
5630,Velachery,1616.0,2.0,1.0,88.6
5631,Karapakkam,1505.0,2.0,2.0,84.62
5632,Karapakkam,1072.0,1.0,1.0,66.77
5633,Karapakkam,1253.0,1.0,1.0,89.68
5634,Velachery,1859.0,3.0,2.0,113.47
5635,Velachery,1805.0,3.0,2.0,134.62
5636,Chrompet,1274.0,2.0,1.0,112.9
5637,T Nagar,1709.0,1.0,1.0,199.59
5638,Anna Nagar,1909.0,2.0,1.0,133.82
5639,Velachery,1591.0,2.0,1.0,135.22
5640,Velachery,1674.0,2.0,1.0,143.77
5641,Anna Nagar,1730.0,1.0,1.0,139.38
5642,Karapakkam,838.0,1.0,1.0,54.49
5643,Velachery,1718.0,2.0,1.0,162.46
5644,Velachery,1863.0,3.0,2.0,110.77
5645,Chrompet,746.0,1.0,1.0,88.34
5646,Chrompet,940.0,1.0,1.0,94.46
5647,T Nagar,1569.0,1.0,1.0,121.97
5648,KK Nagar,2219.0,3.0,2.0,123.82
5649,Karapakkam,843.0,1.0,1.0,50.17
5650,T Nagar,1779.0,1.0,1.0,130.81
5651,Karapakkam,543.0,1.0,1.0,45.22
5652,KK Nagar,2215.0,3.0,2.0,178.12
5653,Karapakkam,551.0,1.0,1.0,51.62
5654,Karapakkam,692.0,1.0,1.0,44.86
5655,KK Nagar,2432.0,4.0,2.0,138.5
5656,Chrompet,892.0,1.0,1.0,107.53
5657,KK Nagar,1734.0,2.0,1.0,157.23
5658,Adyar,944.0,1.0,1.0,70.29
5659,Velachery,1924.0,3.0,2.0,110.96
5660,Anna Nagar,1688.0,1.0,1.0,105.6
5661,KK Nagar,1721.0,2.0,1.0,107.29
5662,Chrompet,745.0,1.0,1.0,106.09
5663,Karapakkam,1590.0,2.0,2.0,114.15
5664,KK Nagar,1719.0,2.0,1.0,155.99
5665,Chrompet,838.0,1.0,1.0,78.13
5666,KK Nagar,1941.0,3.0,2.0,120.45
5667,Chrompet,1215.0,2.0,1.0,105.7
5668,Karapakkam,926.0,1.0,1.0,55.61
5669,Anna Nagar,1609.0,1.0,1.0,116.72
5670,Chrompet,1226.0,2.0,1.0,101.34
5671,KK Nagar,1478.0,2.0,1.0,101.2
5672,Chrompet,1041.0,1.0,1.0,139.34
5673,Karapakkam,1420.0,2.0,2.0,82.22
5674,Anna Nagar,1933.0,2.0,1.0,225.93
5675,Chrompet,1093.0,1.0,1.0,96.53
5676,Velachery,1683.0,2.0,1.0,85.81
5677,Adyar,1165.0,1.0,1.0,76.06
5678,Chrompet,1083.0,1.0,1.0,131.29
5679,KK Nagar,2004.0,3.0,2.0,100.48
5680,Chrompet,1102.0,1.0,1.0,89.12
5681,Velachery,1565.0,2.0,1.0,138.75
5682,T Nagar,1938.0,2.0,1.0,127.99
5683,Velachery,1615.0,2.0,1.0,90.04
5684,Karapakkam,746.0,1.0,1.0,90.3
5685,Chrompet,824.0,1.0,1.0,115.7
5686,KK Nagar,2432.0,4.0,2.0,139.02
5687,Karapakkam,645.0,1.0,1.0,75.76
5688,Velachery,1850.0,3.0,2.0,91.5
5689,KK Nagar,1985.0,3.0,2.0,98.93
5690,Karapakkam,1031.0,1.0,1.0,71.21
5691,Velachery,1604.0,2.0,1.0,63.34
5692,Adyar,640.0,1.0,1.0,87.39
5693,Anna Nagar,1666.0,1.0,1.0,133.91
5694,Karapakkam,770.0,1.0,1.0,63.87
5695,T Nagar,1815.0,2.0,1.0,211.66
5696,KK Nagar,2203.0,3.0,2.0,180.55
5697,Karapakkam,1194.0,1.0,1.0,65.02
5698,Velachery,1832.0,3.0,2.0,125.83
5699,Karapakkam,639.0,1.0,1.0,71.12
5700,Anna Nagar,1638.0,1.0,1.0,109.84
5701,Velachery,1800.0,2.0,1.0,157.28
5702,Karapakkam,909.0,1.0,1.0,105.78
5703,Karapakkam,1184.0,1.0,1.0,84.25
5704,Velachery,1803.0,3.0,2.0,115.41
5705,Chrompet,713.0,1.0,1.0,78.65
5706,Velachery,1624.0,2.0,1.0,72.69
5707,Adyar,1077.0,1.0,1.0,98.02
5708,KK Nagar,1729.0,2.0,1.0,88.97
5709,Chrompet,1065.0,1.0,1.0,123.11
5710,Anna Nagar,1671.0,1.0,1.0,122.57
5711,Karapakkam,510.0,1.0,1.0,65.83
5712,Adyar,1181.0,1.0,1.0,85.58
5713,Chrompet,758.0,1.0,1.0,94.41
5714,KK Nagar,2156.0,3.0,2.0,125.59
5715,KK Nagar,2004.0,3.0,2.0,120.75
5716,Chrompet,1067.0,1.0,1.0,82.99
5717,Chrompet,1085.0,1.0,1.0,84.35
5718,Adyar,1064.0,1.0,1.0,140.38
5719,Chrompet,739.0,1.0,1.0,97.3
5720,Anna Nagar,1829.0,2.0,1.0,126.27
5721,T Nagar,1637.0,1.0,1.0,119.05
5722,Adyar,763.0,1.0,1.0,81.83
5723,Adyar,1138.0,1.0,1.0,77.04
5724,Anna Nagar,1724.0,1.0,1.0,129.53
5725,Chrompet,1017.0,1.0,1.0,92.56
5726,Karapakkam,732.0,1.0,1.0,39.74
5727,Velachery,1926.0,3.0,2.0,94.78
5728,Chrompet,958.0,1.0,1.0,93.19
5729,Velachery,1938.0,3.0,2.0,83.29
5730,Karapakkam,1362.0,2.0,2.0,83.58
5731,Velachery,1627.0,2.0,1.0,87.49
5732,Karapakkam,737.0,1.0,1.0,60.3
5733,Chrompet,726.0,1.0,1.0,112.28
5734,KK Nagar,2189.0,3.0,2.0,111.33
5735,Adyar,890.0,1.0,1.0,110.46
5736,Chrompet,810.0,1.0,1.0,75.61
5737,Karapakkam,1592.0,2.0,2.0,64.33
5738,Adyar,1245.0,2.0,2.0,83.52
5739,KK Nagar,1479.0,2.0,1.0,130.26
5740,Chrompet,1259.0,2.0,1.0,120.18
5741,KK Nagar,2042.0,3.0,2.0,123.87
5742,Karapakkam,663.0,1.0,1.0,99.38
5743,KK Nagar,2439.0,4.0,2.0,137.75
5744,T Nagar,1888.0,2.0,1.0,140.42
5745,Karapakkam,1655.0,2.0,2.0,116.98
5746,Adyar,1197.0,1.0,1.0,81.16
5747,Adyar,966.0,1.0,1.0,125.84
5748,Karapakkam,807.0,1.0,1.0,39.53
5749,Chrompet,862.0,1.0,1.0,116.37
5750,Velachery,1625.0,2.0,1.0,140.13
5751,Chrompet,1143.0,1.0,1.0,125.25
5752,Chrompet,967.0,1.0,1.0,140.64
5753,Chrompet,1168.0,1.0,1.0,130.64
5754,Velachery,1744.0,2.0,1.0,151.2
5755,Velachery,1966.0,3.0,2.0,113.54
5756,Velachery,1722.0,2.0,1.0,107.29
5757,Velachery,1541.0,2.0,1.0,78.52
5758,KK Nagar,1409.0,2.0,1.0,85.46
5759,KK Nagar,1936.0,3.0,2.0,165.5
5760,KK Nagar,2474.0,4.0,2.0,129.14
5761,Chrompet,1217.0,2.0,1.0,88.29
5762,Chrompet,1057.0,1.0,1.0,138.75
5763,Chrompet,955.0,1.0,1.0,126.1
5764,T Nagar,1608.0,1.0,1.0,193.59
5765,Chrompet,1010.0,1.0,1.0,73.68
5766,Chrompet,1170.0,1.0,1.0,140.29
5767,Karapakkam,982.0,1.0,1.0,50.28
5768,Karapakkam,763.0,1.0,1.0,63.22
5769,Adyar,778.0,1.0,1.0,58.57
5770,Karapakkam,1502.0,2.0,2.0,78.25
5771,Adyar,1110.0,1.0,1.0,107.08
5772,Chrompet,759.0,1.0,1.0,73.72
5773,Anna Nagar,1789.0,1.0,1.0,215.13
5774,Velachery,1884.0,3.0,2.0,155.33
5775,Chrompet,1181.0,1.0,1.0,113.72
5776,KK Nagar,1567.0,2.0,1.0,103.89
5777,Karapakkam,686.0,1.0,1.0,47.63
5778,Velachery,1630.0,2.0,1.0,86.89
5779,KK Nagar,1503.0,2.0,1.0,107.91
5780,Velachery,1754.0,2.0,1.0,114.82
5781,Karapakkam,1299.0,1.0,1.0,82.6
5782,Chrompet,983.0,1.0,1.0,93.46
5783,T Nagar,1708.0,1.0,1.0,208.41
5784,Chrompet,1230.0,2.0,1.0,151.18
5785,Velachery,1760.0,2.0,1.0,152.02
5786,Chrompet,1180.0,1.0,1.0,86.28
5787,T Nagar,1915.0,2.0,1.0,154.87
5788,Karapakkam,1533.0,2.0,2.0,113.77
5789,Karapakkam,534.0,1.0,1.0,53.78
5790,KK Nagar,1404.0,2.0,1.0,103.35
5791,Chrompet,949.0,1.0,1.0,77.75
5792,Velachery,1876.0,3.0,2.0,92.35
5793,Chrompet,753.0,1.0,1.0,92.67
5794,Chrompet,993.0,1.0,1.0,94.05
5795,Karapakkam,1257.0,1.0,1.0,67.72
5796,Chrompet,1280.0,2.0,1.0,153.12
5797,KK Nagar,1337.0,2.0,1.0,93.9
5798,KK Nagar,2325.0,4.0,2.0,119.48
5799,Velachery,1946.0,3.0,2.0,121.29
5800,Anna Nagar,1719.0,1.0,1.0,116.82
5801,Velachery,1636.0,2.0,1.0,152.24
5802,Chrompet,1264.0,2.0,1.0,154.91
5803,Karapakkam,780.0,1.0,1.0,76.08
5804,KK Nagar,2178.0,3.0,2.0,172.68
5805,Karapakkam,1232.0,1.0,1.0,75.01
5806,Karapakkam,762.0,1.0,1.0,36.08
5807,T Nagar,1934.0,2.0,1.0,140.19
5808,Adyar,978.0,1.0,1.0,102.84
5809,KK Nagar,2248.0,4.0,2.0,111.1
5810,Anna Nagar,1991.0,2.0,1.0,213.5
5811,Karapakkam,573.0,1.0,1.0,55.82
5812,KK Nagar,2496.0,4.0,2.0,202.31
5813,KK Nagar,1931.0,3.0,2.0,107.7
5814,Karapakkam,652.0,1.0,1.0,46.64
5815,Chrompet,770.0,1.0,1.0,80.87
5816,Karapakkam,1323.0,1.0,1.0,100.49
5817,KK Nagar,2180.0,3.0,2.0,112.37
5818,KK Nagar,2458.0,4.0,2.0,187.63
5819,Velachery,1684.0,2.0,1.0,100.88
5820,Anna Nagar,1556.0,1.0,1.0,182.87
5821,Karapakkam,526.0,1.0,1.0,69.57
5822,Chrompet,714.0,1.0,1.0,103.12
5823,Karapakkam,748.0,1.0,1.0,57.0
5824,Adyar,635.0,1.0,1.0,60.37
5825,Chrompet,1137.0,1.0,1.0,101.46
5826,Karapakkam,1132.0,1.0,1.0,73.87
5827,Anna Nagar,1804.0,2.0,1.0,130.73
5828,KK Nagar,2327.0,4.0,2.0,114.95
5829,KK Nagar,1966.0,3.0,2.0,123.84
5830,Karapakkam,552.0,1.0,1.0,66.25
5831,KK Nagar,1862.0,3.0,2.0,150.88
5832,Velachery,1640.0,2.0,1.0,102.96
5833,Chrompet,1232.0,2.0,1.0,154.15
5834,Chrompet,799.0,1.0,1.0,81.73
5835,Karapakkam,1114.0,1.0,1.0,53.6
5836,Karapakkam,1444.0,2.0,2.0,66.13
5837,KK Nagar,2369.0,4.0,2.0,132.5
5838,Karapakkam,1642.0,2.0,2.0,128.3
5839,Chrompet,771.0,1.0,1.0,107.25
5840,Velachery,1595.0,2.0,1.0,95.24
5841,T Nagar,1766.0,1.0,1.0,202.83
5842,Velachery,1692.0,2.0,1.0,94.27
5843,T Nagar,1827.0,2.0,1.0,213.41
5844,Chrompet,1256.0,2.0,1.0,85.48
5845,Velachery,1892.0,3.0,2.0,104.13
5846,T Nagar,1541.0,1.0,1.0,181.97
5847,Adyar,798.0,1.0,1.0,63.5
5848,Velachery,1845.0,3.0,2.0,101.04
5849,Anna Nagar,1519.0,1.0,1.0,123.36
5850,Adyar,950.0,1.0,1.0,109.78
5851,Karapakkam,910.0,1.0,1.0,67.22
5852,Karapakkam,828.0,1.0,1.0,70.31
5853,Anna Nagar,1551.0,1.0,1.0,119.25
5854,Chrompet,831.0,1.0,1.0,97.32
5855,Chrompet,1196.0,1.0,1.0,127.87
5856,Karapakkam,1589.0,2.0,2.0,72.42
5857,Anna Nagar,1874.0,2.0,1.0,146.36
5858,T Nagar,1867.0,2.0,1.0,205.81
5859,T Nagar,1909.0,2.0,1.0,206.0
5860,Adyar,672.0,1.0,1.0,44.56
5861,Anna Nagar,1997.0,2.0,1.0,217.44
5862,Anna Nagar,1700.0,1.0,1.0,133.43
5863,KK Nagar,1934.0,3.0,2.0,160.64
5864,Anna Nagar,1716.0,1.0,1.0,191.51
5865,Chrompet,736.0,1.0,1.0,88.18
5866,Velachery,1505.0,2.0,1.0,82.39
5867,Adyar,689.0,1.0,1.0,69.46
5868,Chrompet,862.0,1.0,1.0,72.15
5869,Karapakkam,1320.0,1.0,1.0,77.74
5870,KK Nagar,2300.0,4.0,2.0,123.69
5871,Velachery,1697.0,2.0,1.0,86.32
5872,KK Nagar,2178.0,3.0,2.0,109.18
5873,Chrompet,1229.0,2.0,1.0,101.07
5874,T Nagar,1549.0,1.0,1.0,166.87
5875,Velachery,1911.0,3.0,2.0,80.51
5876,Anna Nagar,1654.0,1.0,1.0,124.93
5877,Chrompet,1224.0,2.0,1.0,95.99
5878,Karapakkam,927.0,1.0,1.0,56.45
5879,Chrompet,1166.0,1.0,1.0,148.49
5880,Adyar,900.0,1.0,1.0,97.9
5881,T Nagar,1924.0,2.0,1.0,137.09
5882,Velachery,1527.0,2.0,1.0,117.09
5883,Velachery,1773.0,2.0,1.0,78.4
5884,KK Nagar,2187.0,3.0,2.0,177.36
5885,Velachery,1574.0,2.0,1.0,137.38
5886,KK Nagar,2235.0,4.0,2.0,182.57
5887,Chrompet,776.0,1.0,1.0,117.12
5888,Adyar,1030.0,1.0,1.0,138.41
5889,Chrompet,791.0,1.0,1.0,87.47
5890,Anna Nagar,1600.0,1.0,1.0,181.28
5891,Chrompet,1270.0,2.0,1.0,85.73
5892,Chrompet,1150.0,1.0,1.0,88.83
5893,KK Nagar,2369.0,4.0,2.0,194.37
5894,Anna Nagar,1814.0,2.0,1.0,204.21
5895,T Nagar,1925.0,2.0,1.0,225.0
5896,Karapakkam,1217.0,1.0,1.0,57.1
5897,Anna Nagar,1668.0,1.0,1.0,108.39
5898,Velachery,1668.0,2.0,1.0,102.5
5899,Karapakkam,1435.0,2.0,2.0,108.13
5900,Adyar,762.0,1.0,1.0,72.84
5901,Velachery,1816.0,3.0,2.0,94.24
5902,Chrompet,1255.0,2.0,1.0,102.23
5903,KK Nagar,2011.0,3.0,2.0,129.15
5904,Velachery,1874.0,3.0,2.0,140.58
5905,Velachery,1743.0,2.0,1.0,124.98
5906,Anna Nagar,1545.0,1.0,1.0,190.3
5907,Chrompet,782.0,1.0,1.0,119.35
5908,Karapakkam,1349.0,2.0,2.0,71.41
5909,KK Nagar,2443.0,4.0,2.0,117.35
5910,KK Nagar,1696.0,2.0,1.0,97.19
5911,Velachery,1727.0,2.0,1.0,132.82
5912,Chrompet,813.0,1.0,1.0,95.12
5913,Anna Nagar,1998.0,2.0,1.0,224.01
5914,KK Nagar,1961.0,3.0,2.0,126.17
5915,KK Nagar,2298.0,4.0,2.0,126.31
5916,Karapakkam,1544.0,2.0,2.0,138.46
5917,Anna Nagar,1930.0,2.0,1.0,206.95
5918,Adyar,642.0,1.0,1.0,81.21
5919,Chrompet,1066.0,1.0,1.0,112.05
5920,Anna Nagar,1673.0,1.0,1.0,147.03
5921,Anna Nagar,1829.0,2.0,1.0,131.77
5922,Karapakkam,616.0,1.0,1.0,68.06
5923,Adyar,713.0,1.0,1.0,71.48
5924,Chrompet,838.0,1.0,1.0,83.72
5925,Velachery,1804.0,3.0,2.0,145.24
5926,Anna Nagar,1840.0,2.0,1.0,138.03
5927,Adyar,876.0,1.0,1.0,79.45
5928,Karapakkam,1213.0,1.0,1.0,66.29
5929,Velachery,1541.0,2.0,1.0,55.74
5930,Karapakkam,1401.0,2.0,2.0,79.0
5931,Velachery,1637.0,2.0,1.0,86.22
5932,Chrompet,1299.0,2.0,1.0,118.45
5933,Karapakkam,1160.0,1.0,1.0,95.16
5934,Chrompet,770.0,1.0,1.0,85.58
5935,Karapakkam,1496.0,2.0,2.0,97.9
5936,Chrompet,911.0,1.0,1.0,83.84
5937,T Nagar,1763.0,1.0,1.0,121.36
5938,Chrompet,858.0,1.0,1.0,89.06
5939,Velachery,1943.0,3.0,2.0,151.65
5940,Velachery,1920.0,3.0,2.0,89.06
5941,Karapakkam,672.0,1.0,1.0,56.24
5942,Chrompet,912.0,1.0,1.0,99.63
5943,Karapakkam,584.0,1.0,1.0,51.1
5944,KK Nagar,2222.0,4.0,2.0,187.26
5945,Anna Nagar,1939.0,2.0,1.0,211.98
5946,Karapakkam,1420.0,2.0,2.0,71.33
5947,Anna Nagar,1993.0,2.0,1.0,135.75
5948,T Nagar,1818.0,2.0,1.0,132.68
5949,Karapakkam,1459.0,2.0,2.0,96.06
5950,Velachery,1889.0,3.0,2.0,89.41
5951,Chrompet,1155.0,1.0,1.0,97.84
5952,Anna Nagar,1707.0,1.0,1.0,203.99
5953,Adyar,896.0,1.0,1.0,62.26
5954,Velachery,1972.0,3.0,2.0,102.83
5955,Velachery,1506.0,2.0,1.0,82.02
5956,Chrompet,868.0,1.0,1.0,86.35
5957,Anna Nagar,1661.0,1.0,1.0,187.92
5958,Chrompet,962.0,1.0,1.0,122.89
5959,KK Nagar,1609.0,2.0,1.0,113.11
5960,Chrompet,1250.0,2.0,1.0,102.36
5961,Anna Nagar,1796.0,1.0,1.0,138.0
5962,Karapakkam,909.0,1.0,1.0,58.45
5963,Velachery,1930.0,3.0,2.0,118.54
5964,Anna Nagar,2000.0,2.0,1.0,213.37
5965,Adyar,949.0,1.0,1.0,66.2
5966,Anna Nagar,1639.0,1.0,1.0,179.77
5967,Chrompet,923.0,1.0,1.0,76.82
5968,Karapakkam,502.0,1.0,1.0,53.58
5969,Velachery,1511.0,2.0,1.0,103.7
5970,Adyar,873.0,1.0,1.0,125.91
5971,KK Nagar,2155.0,3.0,2.0,112.17
5972,Adyar,647.0,1.0,1.0,72.04
5973,Chrompet,934.0,1.0,1.0,93.87
5974,KK Nagar,2251.0,4.0,2.0,129.92
5975,Karapakkam,670.0,1.0,1.0,45.13
5976,Karapakkam,1343.0,2.0,2.0,75.85
5977,Chrompet,1021.0,1.0,1.0,126.05
5978,Karapakkam,882.0,1.0,1.0,54.47
5979,Velachery,1573.0,2.0,1.0,80.25
5980,Anna Nagar,1979.0,2.0,1.0,202.04
5981,T Nagar,1926.0,2.0,1.0,210.07
5982,Karapakkam,1347.0,2.0,2.0,63.74
5983,T Nagar,1760.0,1.0,1.0,194.3
5984,KK Nagar,1776.0,2.0,1.0,151.4
5985,Chrompet,1037.0,1.0,1.0,99.66
5986,Karapakkam,1365.0,2.0,2.0,77.3
5987,Karapakkam,1179.0,1.0,1.0,101.76
5988,Anna Nagar,1514.0,1.0,1.0,119.78
5989,Chrompet,1103.0,1.0,1.0,136.22
5990,Chrompet,878.0,1.0,1.0,89.6
5991,Anna Nagar,1571.0,1.0,1.0,175.43
5992,Velachery,1502.0,2.0,1.0,74.89
5993,Velachery,1737.0,2.0,1.0,76.88
5994,Karapakkam,1252.0,1.0,1.0,99.51
5995,Karapakkam,1584.0,2.0,2.0,69.72
5996,Anna Nagar,1658.0,1.0,1.0,125.47
5997,Anna Nagar,1833.0,2.0,1.0,219.27
5998,Chrompet,1057.0,1.0,1.0,101.87
5999,Karapakkam,871.0,1.0,1.0,64.91
6000,Chrompet,844.0,1.0,1.0,76.77
6001,Anna Nagar,1741.0,1.0,1.0,205.61
6002,KK Nagar,2497.0,4.0,2.0,143.68
6003,Karapakkam,1265.0,1.0,1.0,69.28
6004,Anna Nagar,1769.0,1.0,1.0,155.02
6005,T Nagar,1902.0,2.0,1.0,137.8
6006,KK Nagar,1895.0,3.0,2.0,162.34
6007,KK Nagar,1531.0,2.0,1.0,139.27
6008,Velachery,1838.0,3.0,2.0,96.61
6009,Adyar,1288.0,2.0,2.0,106.22
6010,Anna Nagar,1738.0,1.0,1.0,131.05
6011,Karapakkam,1010.0,1.0,1.0,67.87
6012,Adyar,909.0,1.0,1.0,98.12
6013,Velachery,1635.0,2.0,1.0,138.37
6014,Karapakkam,744.0,1.0,1.0,52.36
6015,Karapakkam,945.0,1.0,1.0,49.41
6016,Chrompet,1063.0,1.0,1.0,100.73
6017,Anna Nagar,1823.0,2.0,1.0,191.03
6018,KK Nagar,1358.0,2.0,1.0,93.24
6019,Velachery,1870.0,3.0,2.0,85.43
6020,Chrompet,1207.0,2.0,1.0,89.29
6021,Anna Nagar,1892.0,2.0,1.0,130.83
6022,Velachery,1857.0,3.0,2.0,107.39
6023,Adyar,1296.0,2.0,2.0,116.52
6024,Chrompet,1012.0,1.0,1.0,83.32
6025,Chrompet,733.0,1.0,1.0,73.2
6026,Karapakkam,1224.0,1.0,1.0,115.43
6027,Velachery,1587.0,2.0,1.0,73.0
6028,Chrompet,858.0,1.0,1.0,86.18
6029,Chrompet,830.0,1.0,1.0,118.42
6030,Velachery,1665.0,2.0,1.0,75.17
6031,Adyar,1003.0,1.0,1.0,123.44
6032,Chrompet,867.0,1.0,1.0,94.56
6033,Chrompet,1081.0,1.0,1.0,109.09
6034,Velachery,1976.0,3.0,2.0,152.56
6035,Chrompet,1118.0,1.0,1.0,86.88
6036,Karapakkam,1283.0,1.0,1.0,81.77
6037,Chrompet,889.0,1.0,1.0,115.47
6038,KK Nagar,2236.0,4.0,2.0,127.34
6039,KK Nagar,2113.0,3.0,2.0,161.29
6040,T Nagar,1843.0,2.0,1.0,208.9
6041,KK Nagar,1795.0,3.0,2.0,115.11
6042,Adyar,1070.0,1.0,1.0,77.7
6043,T Nagar,1545.0,1.0,1.0,168.39
6044,Velachery,1700.0,2.0,1.0,146.02
6045,T Nagar,1511.0,1.0,1.0,127.03
6046,Chrompet,1104.0,1.0,1.0,82.66
6047,Adyar,771.0,1.0,1.0,83.59
6048,KK Nagar,1605.0,2.0,1.0,109.18
6049,Anna Nagar,1558.0,1.0,1.0,119.5
6050,KK Nagar,1550.0,2.0,1.0,90.84
6051,Chrompet,853.0,1.0,1.0,112.79
6052,Adyar,948.0,1.0,1.0,71.69
6053,Karapakkam,942.0,1.0,1.0,52.56
6054,Chrompet,1102.0,1.0,1.0,84.47
6055,Chrompet,823.0,1.0,1.0,77.92
6056,T Nagar,1792.0,1.0,1.0,149.94
6057,Chrompet,871.0,1.0,1.0,87.43
6058,Velachery,1644.0,2.0,1.0,78.66
6059,Chrompet,1081.0,1.0,1.0,88.48
6060,KK Nagar,1759.0,2.0,1.0,103.93
6061,Anna Nagar,1611.0,1.0,1.0,143.09
6062,Chrompet,1138.0,1.0,1.0,100.32
6063,Anna Nagar,1886.0,2.0,1.0,200.08
6064,KK Nagar,2207.0,3.0,2.0,103.27
6065,KK Nagar,1678.0,2.0,1.0,132.39
6066,Chrompet,886.0,1.0,1.0,135.11
6067,Anna Nagar,1691.0,1.0,1.0,181.32
6068,Adyar,1278.0,2.0,2.0,118.19
6069,T Nagar,1835.0,2.0,1.0,209.9
6070,Anna Nagar,1827.0,2.0,1.0,121.84
6071,Karapakkam,922.0,1.0,1.0,66.6
6072,Chrompet,1207.0,2.0,1.0,136.91
6073,Chrompet,870.0,1.0,1.0,81.69
6074,Velachery,1651.0,2.0,1.0,71.02
6075,Adyar,846.0,1.0,1.0,84.26
6076,Chrompet,1085.0,1.0,1.0,127.32
6077,Chrompet,1166.0,1.0,1.0,148.15
6078,Adyar,601.0,1.0,1.0,60.6
6079,Karapakkam,711.0,1.0,1.0,41.89
6080,Chrompet,1005.0,1.0,1.0,85.37
6081,Velachery,1554.0,2.0,1.0,83.6
6082,Karapakkam,1245.0,1.0,1.0,109.72
6083,Velachery,1783.0,2.0,1.0,117.93
6084,Chrompet,909.0,1.0,1.0,80.84
6085,Chrompet,1214.0,2.0,1.0,128.4
6086,Velachery,1743.0,2.0,1.0,93.92
6087,Chrompet,1035.0,1.0,1.0,132.23
6088,T Nagar,1848.0,2.0,1.0,143.29
6089,Velachery,1880.0,3.0,2.0,151.89
6090,T Nagar,1790.0,1.0,1.0,137.15
6091,Chrompet,862.0,1.0,1.0,132.81
6092,Chrompet,927.0,1.0,1.0,113.16
6093,Chrompet,1088.0,1.0,1.0,75.26
6094,Karapakkam,1362.0,2.0,2.0,74.14
6095,T Nagar,1754.0,1.0,1.0,140.09
6096,Chrompet,1097.0,1.0,1.0,93.5
6097,Adyar,1295.0,2.0,2.0,75.28
6098,Velachery,1607.0,2.0,1.0,149.63
6099,Karapakkam,1606.0,2.0,2.0,76.3
6100,Karapakkam,1291.0,1.0,1.0,80.96
6101,KK Nagar,1418.0,2.0,1.0,93.55
6102,KK Nagar,1317.0,1.0,1.0,115.49
6103,Anna Nagar,1832.0,2.0,1.0,206.87
6104,Adyar,993.0,1.0,1.0,72.39
6105,Adyar,1153.0,1.0,1.0,98.15
6106,Chrompet,724.0,1.0,1.0,80.52
6107,KK Nagar,1582.0,2.0,1.0,98.67
6108,Karapakkam,1115.0,1.0,1.0,91.62
6109,Adyar,1112.0,1.0,1.0,60.77
6110,Karapakkam,1678.0,2.0,2.0,70.02
6111,Karapakkam,806.0,1.0,1.0,54.68
6112,Velachery,1503.0,2.0,1.0,120.89
6113,KK Nagar,2346.0,4.0,2.0,128.14
6114,Karapakkam,839.0,1.0,1.0,61.8
6115,Chrompet,760.0,1.0,1.0,85.24
6116,Karapakkam,1506.0,2.0,2.0,99.4
6117,Velachery,1640.0,2.0,1.0,99.75
6118,Karapakkam,896.0,1.0,1.0,69.34
6119,Karapakkam,1409.0,2.0,2.0,88.27
6120,KK Nagar,1633.0,2.0,1.0,97.52
6121,Chrompet,1139.0,1.0,1.0,144.42
6122,Chrompet,1101.0,1.0,1.0,136.41
6123,KK Nagar,2396.0,4.0,2.0,127.28
6124,Chrompet,1119.0,1.0,1.0,103.87
6125,Anna Nagar,1857.0,2.0,1.0,157.4
6126,T Nagar,1886.0,2.0,1.0,139.53
6127,Velachery,1692.0,2.0,1.0,100.13
6128,Velachery,1655.0,2.0,1.0,137.23
6129,Karapakkam,622.0,1.0,1.0,60.34
6130,Velachery,1647.0,2.0,1.0,68.67
6131,Adyar,1239.0,2.0,2.0,100.09
6132,KK Nagar,1471.0,2.0,1.0,113.51
6133,KK Nagar,1505.0,2.0,1.0,100.06
6134,Chormpet,916.0,1.0,1.0,88.47
6135,Adyar,693.0,1.0,1.0,62.42
6136,Velachery,1852.0,3.0,2.0,77.54
6137,Chrompet,1191.0,1.0,1.0,137.53
6138,Chrompet,1061.0,1.0,1.0,100.74
6139,KK Nagar,2493.0,4.0,2.0,121.53
6140,Chrompet,1015.0,1.0,1.0,75.68
6141,KK Nagar,1911.0,3.0,2.0,105.74
6142,Chrompet,1287.0,2.0,1.0,99.66
6143,Karapakkam,1576.0,2.0,2.0,97.65
6144,Chrompet,840.0,1.0,1.0,85.96
6145,Velachery,1626.0,2.0,1.0,90.01
6146,Chrompet,1262.0,2.0,1.0,132.15
6147,Chrompet,1261.0,2.0,1.0,110.38
6148,Chrompet,1015.0,1.0,1.0,91.69
6149,Chrompet,1195.0,1.0,1.0,141.69
6150,Chrompet,800.0,1.0,1.0,79.59
6151,Velachery,1873.0,3.0,2.0,154.21
6152,KK Nagar,2207.0,3.0,2.0,106.99
6153,Velachery,1732.0,2.0,1.0,139.55
6154,Chrompet,961.0,1.0,1.0,126.62
6155,Velachery,1986.0,3.0,2.0,103.6
6156,Anna Nagar,1823.0,2.0,1.0,145.32
6157,Chrompet,830.0,1.0,1.0,64.17
